img,nKeypoints,nTotalKeypoints,tDetection,tDescription,sizeKeypoints,nMatches
../images/KITTI/2011_09_26/image_00/data/0000000001.png,157,1327,462.979600,70.568200,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;13.576450;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;22.832775;],137
../images/KITTI/2011_09_26/image_00/data/0000000002.png,161,1311,486.244000,74.903500,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;22.832775;],125
../images/KITTI/2011_09_26/image_00/data/0000000003.png,155,1351,473.635400,74.547500,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;13.576450;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;],129
../images/KITTI/2011_09_26/image_00/data/0000000004.png,163,1360,494.479100,66.275100,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;],129
../images/KITTI/2011_09_26/image_00/data/0000000005.png,164,1347,474.878900,67.610500,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;13.576450;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;],131
../images/KITTI/2011_09_26/image_00/data/0000000006.png,173,1363,540.516500,69.239600,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;6.788225;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;],132
../images/KITTI/2011_09_26/image_00/data/0000000007.png,175,1331,553.226000,65.236400,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;6.788225;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;],142
../images/KITTI/2011_09_26/image_00/data/0000000008.png,177,1358,473.069500,72.608700,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;6.788225;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;],146
../images/KITTI/2011_09_26/image_00/data/0000000009.png,179,1331,430.018900,78.089500,[4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;4.800000;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;5.708194;6.788225;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;8.072606;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;11.416388;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;16.145212;22.832775;22.832775;],144
